order_item_sk,order_id,product_id,product_category_name,unit_price,discount_amount,refund_amount,net_revenue,order_purchase_timestamp,purchase_date,purchase_month,geolocation_state
7636,3bbbeac55063ea854a8b5d32a2cbf8b0,d5af9ddfb51682e5b3327b2dca63cfa8,automotivo,124.90,14.99,0.00,109.91,2018-06-09 18:56:00.0000000,2018-06-09,2018-06-01,SP
3760,1d767ef13195f2cb3337b6b077e1f752,5d983d66e379e5200d979878175c7af4,utilidades_domesticas,349.90,41.99,0.00,307.91,2018-07-23 14:56:00.0000000,2018-07-23,2018-07-01,SP
28528,ddb0d201c7d2c8ce0e966d98128d16e9,f7f75f7339e0fd5af137094d59f44890,cool_stuff,89.90,10.79,0.00,79.11,2017-10-01 10:11:00.0000000,2017-10-01,2017-10-01,SP
2623,1446390485bfa8ea593dbd273d725218,78f3531b3a1bfef3513d4f344e0c88d0,moveis_decoracao,99.00,12.38,0.00,86.62,2018-01-10 13:58:00.0000000,2018-01-10,2018-01-01,SP
22954,b323a1bf3949211f3d9fbc43772534e6,e892e0e01990e737eb81a57db12f8c8c,beleza_saude,144.41,17.33,0.00,127.08,2018-05-07 10:59:00.0000000,2018-05-07,2018-05-01,SP
6752,351126ee473c51592cb591efea295181,161c9558fccfbf0a9ed72b42285635ec,sinalizacao_e_seguranca,194.90,23.39,0.00,171.51,2018-06-28 22:11:00.0000000,2018-06-28,2018-06-01,SP
13844,6c12feac9a308e1382d9b19cca7f20b2,4a16cff2de159237df876ff7ba0fceca,papelaria,39.00,4.68,0.00,34.32,2017-05-05 13:48:00.0000000,2017-05-05,2017-05-01,SP
19630,9a40a61b2f04271f655c7423a3fb82a7,13ce216ee959a22dbaec66c182a1b87f,beleza_saude,26.90,3.23,0.00,23.67,2018-03-27 15:55:00.0000000,2018-03-27,2018-03-01,SP
28203,db2351cb5d7dbd5c45ac607d32f2cb9b,5533be1a0bbb27d0332f8279556b5e86,ferramentas_jardim,105.00,12.60,0.00,92.40,2018-01-25 11:11:00.0000000,2018-01-25,2018-01-01,SP
30915,f083654dfd0f9ad9ae0356bf7c68f246,8e74e3853aab7e70abf97b857562fee6,papelaria,25.90,0.00,0.00,25.90,2017-07-23 17:53:00.0000000,2017-07-23,2017-07-01,SP
14677,7297f6bfea2a33ef176cff30f467aa41,2772d1e494d431a05b7bcc95b02163b6,pet_shop,75.00,9.00,0.00,66.00,2018-04-16 13:44:00.0000000,2018-04-16,2018-04-01,SP
19408,9855054362f487c4f25172bd0b8a44cf,d5365b4fc46af0e0679ce35e818b4b0a,esporte_lazer,59.90,7.19,0.00,52.71,2018-08-15 16:30:00.0000000,2018-08-15,2018-08-01,SP
31886,f7fd9088963ee4f442fd642219d80fb5,cd304278981c392c0b5ea2de4bcb6e2b,cama_mesa_banho,149.00,0.00,0.00,149.00,2018-04-23 10:50:00.0000000,2018-04-23,2018-04-01,SP
17535,895e066de0072faddf0044db8e490353,6f7326be4926840cfcd094d2629f1049,utilidades_domesticas,36.90,4.43,0.00,32.47,2018-04-03 15:03:00.0000000,2018-04-03,2018-04-01,SP
19231,96f182413ae321e91ee91f3e422c6416,067c68a19be5d218b092cf260bfbd9cb,perfumaria,39.99,5.20,0.00,34.79,2017-03-15 15:54:00.0000000,2017-03-15,2017-03-01,SP
30303,eba18dfa91e31cf748f9f52b779f9ae8,d0ae5110da1575c15853f122de459f4b,beleza_saude,53.79,0.00,0.00,53.79,2017-11-14 08:13:00.0000000,2017-11-14,2017-11-01,SP
3445,1ac605c3c8e2ee53279c7b0bd52c6aec,dc2545fc32f14631d0b524afc25595ac,esporte_lazer,139.90,16.79,0.00,123.11,2018-03-08 09:26:00.0000000,2018-03-08,2018-03-01,SP
20651,a17fec30c4ce5a766edee3f4c7701c0f,ce066f4a83649651549d717c9b566816,esporte_lazer,129.90,15.59,0.00,114.31,2017-03-25 19:13:00.0000000,2017-03-25,2017-03-01,SP
19889,9c1becadc6a0c6445eb02167b8d1bbff,e87093a08e761c9fbf7dd461227f66c1,cama_mesa_banho,25.00,3.13,0.00,21.87,2017-09-08 10:57:00.0000000,2017-09-08,2017-09-01,SP
13270,675bc8cd15e6b9225582b9161288670f,2cd7d0ade9eb52c856a16dce303397ad,NULL,79.90,9.59,0.00,70.31,2018-08-25 23:32:00.0000000,2018-08-25,2018-08-01,SP
20128,9dc9f2ae74e006656a3312dd31e76b5f,4fcb3d9a5f4871e8362dfedbdb02b064,automotivo,153.20,18.38,0.00,134.82,2018-02-18 00:10:00.0000000,2018-02-18,2018-02-01,SP
26763,cfb361b2049fa0ddeb6ca3959fa0767d,c589625c8ccc7bfd2e8f1fb041e24c4a,beleza_saude,110.32,13.24,0.00,97.08,2018-08-20 23:06:00.0000000,2018-08-20,2018-08-01,SP
18788,9370fc845feb5045400765a17c075cae,302ff907f751a6ff40456ba47db233ae,beleza_saude,175.80,21.10,0.00,154.70,2018-02-07 08:04:00.0000000,2018-02-07,2018-02-01,SP
16895,84398110dbaecfbc9ef3dc592c6b189b,554e48b94bf084525ae0fb37b9ed7f84,informatica_acessorios,59.90,6.89,0.00,53.01,2017-04-12 02:16:00.0000000,2017-04-12,2017-04-01,SP
1477,0b50bea7ba1e8ba7a21b01b7c9d1350b,5299e0a0336b5839e2a0ccb0d3d589d1,artes,158.20,18.98,0.00,139.22,2017-10-25 10:03:00.0000000,2017-10-25,2017-10-01,SP
570,045c9852284420b9c02d156436e1481c,d123a889dbe1dddada56ba224cd05963,informatica_acessorios,54.99,6.32,0.00,48.67,2018-05-16 16:38:00.0000000,2018-05-16,2018-05-01,SP
3633,1c5998a66da200447c5cbb528969a95a,595fac2a385ac33a80bd5114aec74eb8,perfumaria,150.00,19.50,0.00,130.50,2018-01-17 07:22:00.0000000,2018-01-17,2018-01-01,SP
14519,714e2644ab665027234ed7a6b3e82274,8c154410716f31649d25e436f7d5d838,beleza_saude,229.90,27.59,0.00,202.31,2017-08-11 08:41:00.0000000,2017-08-11,2017-08-01,SP
26964,d16d35b47ec2d842e3846a4c7f4586d0,9b68d637bcc8963e7b736f9de0a4532f,bebes,179.99,23.40,0.00,156.59,2017-04-04 13:15:00.0000000,2017-04-04,2017-04-01,SP
11037,56472b840118d1bfb244c6cb42581ae6,4508bced363e65d5a3e0339f625b8df5,moveis_decoracao,18.89,2.36,0.00,16.53,2018-04-20 12:53:00.0000000,2018-04-20,2018-04-01,SP
32559,fd180ff2363b236f823a4fa8a2a729f1,aa670897230f03aba3286289219cf955,esporte_lazer,1377.50,0.00,0.00,1377.50,2017-05-18 09:34:00.0000000,2017-05-18,2017-05-01,SP
15931,7c3e6d9d783f5fb5927a500abf1cfbaf,e66b7287b647f1f712fb6f0ac2a6b371,moveis_decoracao,129.90,16.24,0.00,113.66,2018-08-22 01:35:00.0000000,2018-08-22,2018-08-01,SP
25442,c6174e20db037528301ee8eaf325a469,a33100df83e04b43a9b42f973e3a429a,relogios_presentes,179.90,21.59,0.00,158.31,2017-11-07 09:23:00.0000000,2017-11-07,2017-11-01,SP
11555,5a88502f6bbc1f8c972aa98c64830616,3a0016b5206c460ba3c5987018fea822,relogios_presentes,49.89,5.99,0.00,43.90,2018-01-31 21:04:00.0000000,2018-01-31,2018-01-01,SP
19349,97d3d89c5b932c10e6d3d4d8c2ba7dd3,c0a6b2284e36418ab8e75c1fedca24d4,fashion_calcados,69.90,8.39,0.00,61.51,2017-11-24 15:54:00.0000000,2017-11-24,2017-11-01,SP
19600,99fa6518deac14b2890b49d1645d64be,741a31499a578979be85db7f80139e62,moveis_decoracao,24.99,3.12,0.00,21.87,2017-12-01 09:21:00.0000000,2017-12-01,2017-12-01,SP
28180,db0b67b642c6fdc947608f6b2108f802,947f602dbb2ac7b6795cc5b1f0508a52,beleza_saude,84.90,10.19,0.00,74.71,2018-01-28 15:50:00.0000000,2018-01-28,2018-01-01,SP
2260,1133f2dfc033ba92bf6c470b20f6f332,69383c86144a5cfa4d16a0b7dc23d69a,beleza_saude,71.90,8.63,0.00,63.27,2018-05-21 13:31:00.0000000,2018-05-21,2018-05-01,SP
1120,08763574782690116475ea62ffdecadb,8084d3582278c047f32ce0b24a42869d,cama_mesa_banho,28.00,3.50,0.00,24.50,2017-11-28 07:50:00.0000000,2017-11-28,2017-11-01,SP
19363,97fdf3115437c18e71138bdaa80ec60b,cc5004d18b1b9d795cb5043c2d75f66c,esporte_lazer,24.90,2.99,0.00,21.91,2017-07-26 11:29:00.0000000,2017-07-26,2017-07-01,SP
24252,bceafe41324f7de517b199a7b4e2a074,87700264f353c44d18c38c328d1fcd25,automotivo,109.70,13.16,0.00,96.54,2017-08-06 23:40:00.0000000,2017-08-06,2017-08-01,SP
28480,dd480c63548e3c0b7219520e3784ebd2,2891311ed5a25e23aaaf5b12db9a8f83,utilidades_domesticas,179.00,21.48,0.00,157.52,2017-01-26 16:25:00.0000000,2017-01-26,2017-01-01,SP
1281,09bb35a3939c3181b4a5619cb3918976,6709ad51bf96cce02fa49c31f3d12724,informatica_acessorios,112.00,12.88,0.00,99.12,2017-11-26 03:42:00.0000000,2017-11-26,2017-11-01,SP
28415,dcc3610bd6745b8ec0d84354631fbd3d,7b5dc46fb60be9d57911ae41dd5639ff,utilidades_domesticas,67.90,8.15,0.00,59.75,2018-07-22 20:04:00.0000000,2018-07-22,2018-07-01,SP
16182,7e3f9f89f31e57c84fe4ef9a5bb9bc1e,fa723c2295c02577738691a61d56a94e,ferramentas_jardim,139.90,16.79,0.00,123.11,2017-08-26 12:43:00.0000000,2017-08-26,2017-08-01,SP
16851,83ea47ad24b5fce57aa5ade0fd069c94,c795f412e17c825c7765adfdb4ecdc56,pet_shop,45.65,5.48,0.00,40.17,2017-09-26 01:25:00.0000000,2017-09-26,2017-09-01,SP
3678,1cbcc355e275e5143ab1dbf260ca14f1,bad5bc36e62c12c840045474c6dbe021,utilidades_domesticas,69.99,8.40,0.00,61.59,2017-03-12 19:04:00.0000000,2017-03-12,2017-03-01,SP
5171,28b2d19e3d604381f30089a68a4e0831,f4ed071d646815b06ab9244f2306c1b7,esporte_lazer,78.90,9.47,0.00,69.43,2018-04-29 14:31:00.0000000,2018-04-29,2018-04-01,SP
11063,568b0f8bb1f7efe803f006abfd707e5e,951b64df30a368d839ae1e534ff79bd9,eletrodomesticos,199.90,23.99,0.00,175.91,2018-02-26 11:06:00.0000000,2018-02-26,2018-02-01,SP
30608,ee038389c9f437f7c0e2d1b105a26038,baabdb73922a661d11692c638598d54c,consoles_games,79.00,0.00,0.00,79.00,2017-07-02 12:03:00.0000000,2017-07-02,2017-07-01,SP
10856,54d591a90dbfa19ae578252a9b5a2720,ba819ec203c9a9382f87d49898692520,construcao_ferramentas_ferramentas,215.00,25.80,0.00,189.20,2018-05-30 17:38:00.0000000,2018-05-30,2018-05-01,SP
25843,c9205528d5e1b823f414b4f15314c03f,3bcb870fe5c8598df95b30780d2adaed,malas_acessorios,15.00,1.80,0.00,13.20,2017-08-21 19:33:00.0000000,2017-08-21,2017-08-01,SP
10382,50c67fc0ce3ee7959b7dfeeabfbe6b78,70615110b87b5e185d019c1968084752,brinquedos,49.90,6.49,0.00,43.41,2017-11-27 17:19:00.0000000,2017-11-27,2017-11-01,SP
10849,54c48a1401020a79d5d52ff20cb07aa7,75e8e3d9663c75fe4693bdf6d6b03ede,malas_acessorios,34.99,4.20,0.00,30.79,2017-04-06 13:45:00.0000000,2017-04-06,2017-04-01,SP
30282,eb79e3366c1e8ef5a331f96b5c73995f,136506394cd99737bf063eb20271b08e,casa_conforto,56.99,0.00,0.00,56.99,2017-09-04 11:39:00.0000000,2017-09-04,2017-09-01,SP
8732,444ebbf5602b5acdad22e0b4a9951bda,7935ddc510afb7d08989660b382b7f26,papelaria,34.90,4.19,0.00,30.71,2017-11-29 11:24:00.0000000,2017-11-29,2017-11-01,SP
7128,38097aba0f729783af8bf48eabf5e496,3b42242085259cb66b6e577ae5173c76,cama_mesa_banho,129.90,16.24,0.00,113.66,2018-05-01 13:44:00.0000000,2018-05-01,2018-05-01,SP
21512,a82922658c32130591989ddab7111ed6,76f4e994b24c20555320f08cf10d28bb,ferramentas_jardim,159.99,19.20,0.00,140.79,2017-11-02 09:30:00.0000000,2017-11-02,2017-11-01,SP
23084,b436fd24a04e7267307e1d900faa8eb1,29b65c78c1d8d70da25c6a553e1bfdb1,perfumaria,121.90,15.85,0.00,106.05,2018-05-30 12:58:00.0000000,2018-05-30,2018-05-01,SP
18571,91c75b7ba1ec17918b96773bc0f8f443,f4e2ea6624e03c8734a6504f2d55331f,relogios_presentes,99.00,11.88,0.00,87.12,2017-05-05 13:35:00.0000000,2017-05-05,2017-05-01,SP
13262,674b530698f9bd8a9167b30ed86bd51d,05bee157001350b29b1e48395f6736a5,market_place,119.90,14.39,0.00,105.51,2017-06-02 10:18:00.0000000,2017-06-02,2017-06-01,SP
19339,97c6f98cd025659444b815df5050d8d7,ced8603db04f6be58509e9019dee29fd,informatica_acessorios,45.00,5.18,0.00,39.82,2017-09-12 17:49:00.0000000,2017-09-12,2017-09-01,SP
30893,f056d4857c146c38ff02566b3e152bca,3846c262ddb08db0ea2cc1a1685590ff,NULL,99.99,0.00,0.00,99.99,2018-05-17 16:37:00.0000000,2018-05-17,2018-05-01,SP
2407,12764e11143d316ea2257118daa2e3bc,466d263ce8b7bd275003ee2104428127,telefonia,24.00,2.76,0.00,21.24,2018-05-23 16:12:00.0000000,2018-05-23,2018-05-01,SP
25412,c5e1ff5a434a0e128ac186bd92c1060d,2135fcbb25adcdcbe1b910622300a508,automotivo,102.90,12.35,0.00,90.55,2018-03-10 13:39:00.0000000,2018-03-10,2018-03-01,SP
2989,175455df986fe6b05091b1c9506897dd,46ead842b29537e02adb2ef48b03b01b,casa_construcao,311.00,37.32,0.00,273.68,2018-02-03 13:49:00.0000000,2018-02-03,2018-02-01,SP
19206,96c3a40e38272781dd5b3dfc4797e8f7,c72d57da8ba2412527531d97106eb8ef,telefonia,269.90,31.04,238.86,0.00,2018-06-19 14:58:00.0000000,2018-06-19,2018-06-01,SP
20626,a14f7f38d99c7aba5db1566db11660a2,6f0169f259bb0ff432bfff7d829b9946,casa_construcao,85.00,10.20,0.00,74.80,2017-10-15 01:57:00.0000000,2017-10-15,2017-10-01,SP
10488,51c68b0aedaa22a0b426f5635ac439b1,b8ed1dd103e32cc29c222145bc5c74ec,cool_stuff,115.00,13.80,0.00,101.20,2017-05-22 10:27:00.0000000,2017-05-22,2017-05-01,SP
562,044d94a4ac73b24fe28ff5293ac35bd8,562cc818d2fced5e90afc6c220636bff,instrumentos_musicais,53.24,6.39,0.00,46.85,2017-06-19 14:56:00.0000000,2017-06-19,2017-06-01,SP
13845,6c1d10d32b895709c06d162678e6bac6,3cc44aee702776822cfc55c61e048b7b,automotivo,11.87,1.42,0.00,10.45,2018-05-13 11:00:00.0000000,2018-05-13,2018-05-01,SP
25709,c830f223aae08493ebecb52f29aa48ca,629beb8e7317703dcc5f35b5463fd20e,NULL,78.00,9.36,0.00,68.64,2017-04-22 15:50:00.0000000,2017-04-22,2017-04-01,SP
9747,4bf27cd715a4b7ccb0ea582b5b5fd639,84c4e13ecfbf13c8e4039927f887154b,moveis_sala,399.00,47.88,0.00,351.12,2017-04-22 18:27:00.0000000,2017-04-22,2017-04-01,SP
10557,5246f33ed41cfa5f5b8f64e7bc8cf0c2,03a20f79e4c056b48ce29b3e30beb0fb,moveis_decoracao,117.00,14.63,0.00,102.37,2017-05-05 08:45:00.0000000,2017-05-05,2017-05-01,SP
11145,5739eb8dc1389c46e5ff8fc605a6ba44,e2f1ccf86759df28dd1e9f2e0e3242d4,beleza_saude,110.00,13.20,0.00,96.80,2018-05-21 19:44:00.0000000,2018-05-21,2018-05-01,SP
20941,a3de74fbe2db7081a1c0262272cd4283,65194d9ad03e8206e3a9848f405942f1,industria_comercio_e_negocios,205.09,24.61,0.00,180.48,2017-05-02 22:36:00.0000000,2017-05-02,2017-05-01,SP
27172,d2f2458326a050b121e7acd0e3506d8d,1fc6e1729d564ec77eeeb9df95fca74f,fashion_bolsas_e_acessorios,126.99,15.24,0.00,111.75,2017-05-31 11:02:00.0000000,2017-05-31,2017-05-01,SP
9439,49b1ad01e0a81bc85a617086103e415d,9c020bc35e62119e84cbecb9d92646f0,esporte_lazer,64.89,7.79,0.00,57.10,2017-05-24 10:11:00.0000000,2017-05-24,2017-05-01,SP
19106,95fa26b6ea476ed040e592e0a825d6f0,b75a056d7d03227c3a3b60e9ccf518c9,automotivo,24.90,2.99,0.00,21.91,2018-06-06 13:48:00.0000000,2018-06-06,2018-06-01,SP
18235,8f08b9fbb16d480bcb3c53db1eaf49da,aca71e1fceaea4278f27aab8a3498f60,automotivo,16.75,2.01,0.00,14.74,2017-12-28 10:54:00.0000000,2017-12-28,2017-12-01,SP
17463,88a01a140aa9a9b29927d71752e9b7cd,b5ac08b2bc73bc36eecc6107b78247d3,perfumaria,45.00,5.85,0.00,39.15,2018-02-27 07:37:00.0000000,2018-02-27,2018-02-01,SP
3591,1c07c0999a3f88b8c1b95e9a07cf5564,02034d6c9c4814a08a3a0f5a6ad84332,informatica_acessorios,14.90,1.71,13.19,0.00,2018-07-16 15:24:00.0000000,2018-07-16,2018-07-01,SP
22517,afffe744c625af23449137b8f832e630,aa639608e62d229ef7dd04933ece34a1,telefonia,110.32,12.69,0.00,97.63,2018-02-25 19:13:00.0000000,2018-02-25,2018-02-01,SP
18922,947ee6ab639791b5711558a7e55cf98e,079f8274f5cca61e595fc11c5fd3aa2f,automotivo,16.50,1.98,0.00,14.52,2018-06-11 22:04:00.0000000,2018-06-11,2018-06-01,SP
10420,511c9c59155679bf85e46829de6bf067,1aa7397df05b60bd4c46fb61543b2ddf,moveis_decoracao,154.90,19.36,0.00,135.54,2017-02-08 11:04:00.0000000,2017-02-08,2017-02-01,SP
20571,a10231eb95955f12c2bbc1e34e25c950,69f07c49379a0c4bd660dd794a72f02a,cool_stuff,33.90,4.07,0.00,29.83,2017-01-31 17:14:00.0000000,2017-01-31,2017-01-01,SP
2933,16dda44df2095f93a8e1390b77c2c048,6029bc50edfd5d03b89293c6316b570c,cama_mesa_banho,41.80,5.23,0.00,36.57,2018-04-11 10:49:00.0000000,2018-04-11,2018-04-01,SP
13324,67ba689f4426cad886c40eaf487258b1,2c0722227025e08e761c39159ef0d701,moveis_sala,110.32,13.24,0.00,97.08,2017-12-11 08:19:00.0000000,2017-12-11,2017-12-01,SP
19660,9a7c4a07a4b1d502cdba82f5b60123ab,3abefa3ab32440bb6f5937c65c6652f8,perfumaria,34.50,4.49,0.00,30.01,2018-01-25 00:27:00.0000000,2018-01-25,2018-01-01,SP
16052,7d3d0586319a920f50ceec0a5a9eaf55,eeeb2241b2cde4b94bc73dbc8e5c7586,esporte_lazer,47.90,5.75,0.00,42.15,2017-03-01 16:04:00.0000000,2017-03-01,2017-03-01,SP
536,0417dce62cd5791d3d0005ca971b2ba7,39849897ee574a067adeb72b6c8e84fa,ferramentas_jardim,38.40,4.61,0.00,33.79,2018-03-19 05:02:00.0000000,2018-03-19,2018-03-01,SP
15310,779c166cb7fc9e9827102ea44e43b6c7,caaae4f9fe7a77459a25c4f4ef0945e1,moveis_decoracao,58.00,7.25,0.00,50.75,2018-03-10 20:50:00.0000000,2018-03-10,2018-03-01,SP
18514,914e96369a010ec52a412b9d6a499e57,9c0f79b9daf5436386477b4e17b94389,moveis_decoracao,243.89,30.49,0.00,213.40,2017-09-21 15:43:00.0000000,2017-09-21,2017-09-01,SP
21727,a9de753e089dd4dadf7d3efa954e26c5,6e49a0cef77b3e3680a0c842d0bb612d,esporte_lazer,29.50,3.54,0.00,25.96,2017-05-27 03:23:00.0000000,2017-05-27,2017-05-01,SP
19158,966d505c98ea667c11343331a5d67722,fff0a542c3c62682f23305214eaeaa24,papelaria,166.90,20.03,0.00,146.87,2017-08-03 19:48:00.0000000,2017-08-03,2017-08-01,SP
29153,e2366f83c01269762e71b77254a6859c,bbf67b5098765762a18f2bb06b8b1b43,moveis_decoracao,39.99,0.00,0.00,39.99,2017-05-20 12:41:00.0000000,2017-05-20,2017-05-01,SP
31068,f18f5dcedf8a6caf530bf0cad9937b4f,60525d5b6a1658c5eea3c64713922000,cama_mesa_banho,84.99,0.00,0.00,84.99,2018-02-26 15:18:00.0000000,2018-02-26,2018-02-01,SP
27862,d8721b9f395286c3b43ff47a250ad40a,ac8cd7b94039a681dafe6f7d664864e7,moveis_decoracao,41.30,5.16,0.00,36.14,2018-08-02 22:09:00.0000000,2018-08-02,2018-08-01,SP
9965,4d81d50f72f166b704ba664c8a1ddbd6,a5917b970f3946ccfaabbd8599108ab5,eletrodomesticos,69.99,8.40,0.00,61.59,2018-04-04 10:40:00.0000000,2018-04-04,2018-04-01,SP
5070,27dc63ff0d925a8edb761ba595e543ef,1ee1a3e374020805c935a1a99975e414,telefonia,149.99,17.25,0.00,132.74,2017-09-26 15:15:00.0000000,2017-09-26,2017-09-01,SP
12035,5e4c365dd3cf7769a88981f408d069d3,774e2ab4466ae169c99921fb8c12a390,alimentos,52.51,6.30,0.00,46.21,2017-11-21 21:31:00.0000000,2017-11-21,2017-11-01,SP
7642,3bc5517fcadd466c8f345fef8e529e95,2afebecdbf5ff9f1058bc9164e65c200,bebes,69.00,8.97,0.00,60.03,2017-10-25 10:53:00.0000000,2017-10-25,2017-10-01,SP
9896,4cf225bc6f9bf421b97987161b23cc57,1c059cb9cda165ab22821d43860ca347,moveis_decoracao,69.90,8.74,0.00,61.16,2018-08-09 22:38:00.0000000,2018-08-09,2018-08-01,SP
2150,105c228ee2f7c9c2a32d22cd2f8c8e69,c8739aab0307635a23981f93dff12a9c,papelaria,69.90,8.39,0.00,61.51,2018-04-22 13:03:00.0000000,2018-04-22,2018-04-01,SP
22114,ad133696906f6a78826daa0911b7daec,f9cba524b5d78761e38224422cc54272,esporte_lazer,44.90,5.39,39.51,0.00,2018-06-15 15:41:00.0000000,2018-06-15,2018-06-01,SP
3691,1cd4fb5e05e05b44a8a827fd5187095c,42eb5329dd0ee3d76d135ce04c84451b,alimentos_bebidas,99.90,11.99,0.00,87.91,2018-01-13 17:59:00.0000000,2018-01-13,2018-01-01,SP
3328,19e234aee52e37132b0b4fcfb8465f88,eb6b82b5e0758b2710c52ef65ffad74d,moveis_escritorio,22.80,2.74,0.00,20.06,2018-06-04 22:44:00.0000000,2018-06-04,2018-06-01,SP
15576,798b9fc552a89606eb4d38b1f8a4760e,d4fc5ba3bc5d9e1a43cff83f4c454184,cool_stuff,13.30,1.60,0.00,11.70,2017-06-06 11:40:00.0000000,2017-06-06,2017-06-01,SP
10421,511da260161b881c22b3608bed0044e5,e86b81dcac341ea01df0260077cdf082,informatica_acessorios,19.90,2.29,0.00,17.61,2017-08-27 20:44:00.0000000,2017-08-27,2017-08-01,SP
6702,34c194055d9ef88a32906284191174df,a042f8bfc21bceff9db6313d2f98aefc,relogios_presentes,29.90,3.59,0.00,26.31,2017-04-08 13:01:00.0000000,2017-04-08,2017-04-01,SP
19784,9b4d44f88d31a9b5149bba90b6fb7b7d,dbc624bf17ad3fdf6f8e5737ad9bf1cc,beleza_saude,34.99,4.20,0.00,30.79,2017-11-27 11:07:00.0000000,2017-11-27,2017-11-01,SP
102,00b1cb0320190ca0daa2c88b35206009,8894c64689c2a3a29e2fff744de30e46,moveis_decoracao,129.90,0.00,0.00,129.90,2018-08-28 15:26:00.0000000,2018-08-28,2018-08-01,SP
16910,845f40ca6f1b315562f20fd125f93330,c781fcf450227132b560b10bbd2ed26b,bebes,49.90,6.49,0.00,43.41,2018-07-01 22:27:00.0000000,2018-07-01,2018-07-01,SP
23786,b98a5e1f2c386eb67df00a633c98848e,c77780d5086829345e6632976fb648a0,utilidades_domesticas,42.79,5.14,0.00,37.65,2017-10-09 15:55:00.0000000,2017-10-09,2017-10-01,SP
20227,9e6bc602a2466daa94736f31d1319c5d,0688d52e92d927814617e26d7702df10,perfumaria,67.90,8.83,0.00,59.07,2018-05-26 17:57:00.0000000,2018-05-26,2018-05-01,SP
32656,fdd770b5f85e6ce0b1b549e331d424f5,53f94c255b909ffb24a4047e0c255b91,eletroportateis,109.97,0.00,0.00,109.97,2018-06-20 22:53:00.0000000,2018-06-20,2018-06-01,SP
8595,43439c4b45b39d5a7d27a31d6cebe43c,04af9f3af5c6afc4eece909c25330934,relogios_presentes,129.90,15.59,0.00,114.31,2018-01-06 16:26:00.0000000,2018-01-06,2018-01-01,SP
31645,f62e6208120b502c087a5bbd9b2567e4,37bb05868e497e0d9356d850c3d3bab4,relogios_presentes,18.90,0.00,0.00,18.90,2017-08-16 16:32:00.0000000,2017-08-16,2017-08-01,SP
8185,3ff220e93d03aad9bb6767d90ac0e846,43f1e9b31236ad9ef63197b36bf00dbc,utilidades_domesticas,38.99,4.68,0.00,34.31,2018-01-14 22:48:00.0000000,2018-01-14,2018-01-01,SP
27114,d288e92a6be123f2e77f34fafd902464,af79ac70de9a79b9c1c85ee0880c7206,esporte_lazer,69.90,8.39,0.00,61.51,2017-11-25 00:22:00.0000000,2017-11-25,2017-11-01,SP
12406,61460b6c5d52b8e307108f5412907a1c,ecae35cbcedf38b30bb6299e5a201982,esporte_lazer,9.99,1.20,0.00,8.79,2017-11-21 15:27:00.0000000,2017-11-21,2017-11-01,SP
8153,3faea9ccc65ef88c63119314772b5598,7368c0d612a177b6cb085f56b823dc08,eletroportateis,669.65,80.36,0.00,589.29,2017-06-17 08:57:00.0000000,2017-06-17,2017-06-01,SP
17862,8bb0e358b3866146681505153a180c4f,8e476588d51b7bcc56ee5d14bcf25f26,brinquedos,22.90,2.98,0.00,19.92,2017-06-11 16:02:00.0000000,2017-06-11,2017-06-01,SP
2760,154f3e62bb635300cf9a1d6c4940636d,6cb77fe886eb23d371dcce2d429612a7,utilidades_domesticas,143.88,17.27,0.00,126.61,2018-06-02 00:36:00.0000000,2018-06-02,2018-06-01,SP
3754,1d6a2a632c284f1c4fd53baf9e705693,6c1a3375a7b0cb7b5a454e123c61311b,cama_mesa_banho,29.00,3.63,0.00,25.37,2018-03-29 13:40:00.0000000,2018-03-29,2018-03-01,SP
9582,4aae1a10a22651fe5b76379eb4b34d12,115e606ac8059e4cfa1c6c3310fb365c,informatica_acessorios,34.90,4.01,0.00,30.89,2018-05-13 00:03:00.0000000,2018-05-13,2018-05-01,SP
24597,bf9ff7bda0e211e564cf059ef5649e4e,16d47089f9bc7f16de16cc4bd3b9dd49,cama_mesa_banho,49.00,6.13,0.00,42.87,2018-06-12 15:56:00.0000000,2018-06-12,2018-06-01,SP
22127,ad1ffca90f5325d0f320f2b0f54eb114,78540167bc14d4024b1aae7adfa2f7c9,beleza_saude,74.90,8.99,0.00,65.91,2017-11-24 16:40:00.0000000,2017-11-24,2017-11-01,SP
9437,49afa8bc01b5b6aa01e875a0785cc7bf,eb9a3adbcce4a03f2ea0394ec01a58ad,instrumentos_musicais,49.90,5.99,0.00,43.91,2018-06-10 19:01:00.0000000,2018-06-10,2018-06-01,SP
12033,5e479fe6d021c55b96aa4799e9046634,561bea95142a07c5a363216f47879cbe,brinquedos,110.00,14.30,0.00,95.70,2018-03-21 10:18:00.0000000,2018-03-21,2018-03-01,SP
13338,67d8f4eb477222d7b5b81daa8e007bdd,335c0606c1cc3329cba35360588ca73c,papelaria,189.00,22.68,0.00,166.32,2018-05-10 11:15:00.0000000,2018-05-10,2018-05-01,SP
17763,8afe6304c5643864e2b19153a205ae5e,5b7266a9c1cfa2df264b8d703258fc38,moveis_sala,94.90,11.39,0.00,83.51,2018-01-31 18:29:00.0000000,2018-01-31,2018-01-01,SP
